ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2013,42.69,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2013,43.54,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2014,35.58,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2014,38.19,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2015,40.67,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2015,40.91,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2016,34.08,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2016,35.26,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2017,32.65,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2017,32.38,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2018,35.74,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2018,35.35,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Senior and middle management,2019,43.13,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
El Salvador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SLV - HS - Encuesta de Hogares de Propósitos Múltiples,Occupation (Managerial positions): Total management,2019,44.27,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2011,32.8,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2012,29.07,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2013,32.68,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2013,31.46,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2014,31.46,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2014,29.82,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2015,30.9,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2015,28.59,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2016,30.89,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2016,29.37,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2017,30.26,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2017,30.69,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2018,29.79,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2018,31.33,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2019,33.57,,Repository: ILO-STATISTICS - Micro data processing
Serbia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SRB - LFS - Labour force survey,Occupation (Managerial positions): Total management,2019,32.74,,Repository: ILO-STATISTICS - Micro data processing
Sao Tome and Principe,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),STP - PC - Censos de población,Occupation (Managerial positions): Total management,2012,24.35,,
Suriname,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SUR - LFS - Continuous Household Sample Survey,Occupation (Managerial positions): Total management,2013,35.81,,Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Suriname,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SUR - LFS - Continuous Household Sample Survey,Occupation (Managerial positions): Total management,2015,37.27,,Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Suriname,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SUR - HIES - Survey on Living Conditions,Occupation (Managerial positions): Senior and middle management,2016,42.17,,Repository: ILO-STATISTICS - Micro data processing
Suriname,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SUR - HIES - Survey on Living Conditions,Occupation (Managerial positions): Total management,2016,43.25,,Repository: ILO-STATISTICS - Micro data processing
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,35.58,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,34.58,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,27.68,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,30.85,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,30.4,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,33.11,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,30.27,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,32.72,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,28.22,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,30.04,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,27.82,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,31.29,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,34.26,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,35.03,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,30.27,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,32.76,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,30.37,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,32.1,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,33.3,,Repository: Eurostat special tabulation
Slovakia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,33.7,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,43.25,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,34.8,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,38.92,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,38.39,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,40.26,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,38.96,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,38.55,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,37.03,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,36.47,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,37.55,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,36.98,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,37.36,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,41.77,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,40.84,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,41.89,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,41.18,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,38.22,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,38.55,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,40.51,,Repository: Eurostat special tabulation
Slovenia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SVN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,40.13,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,31.32,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,31.35,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,33.51,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,34.46,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,34.5,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,35.5,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,35.52,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,35.44,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,37.47,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,37.12,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,39.79,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,39.55,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,39.51,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,39.31,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,39.43,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,38.92,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,39.04,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,38.1,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,41.85,,Repository: Eurostat special tabulation
Sweden,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWE - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,40.25,,Repository: Eurostat special tabulation
Eswatini,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWZ - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2016,54.64,,Repository: ILO-STATISTICS - Micro data processing
Eswatini,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SWZ - LFS - Labour force survey,Occupation (Managerial positions): Total management,2016,43.43,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2011,40.8,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2014,44.87,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2014,49.01,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2015,49,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2015,47.98,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2016,43.79,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2016,45.52,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2017,46.84,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2018,47.81,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2019,47.35,,Repository: ILO-STATISTICS - Micro data processing
Seychelles,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYC - LFS - Labour force survey,Occupation (Managerial positions): Total management,2019,47.7,,Repository: ILO-STATISTICS - Micro data processing
Syrian Arab Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),SYR - LFS - Labour force survey,Occupation (Managerial positions): Total management,2010,8.95,,
Togo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TGO - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Occupation (Managerial positions): Senior and middle management,2017,29.52,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Togo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TGO - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Occupation (Managerial positions): Total management,2017,70.11,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Togo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TGO - HIES - Questionnaire des Indicateurs de Base du Bien-être,Occupation (Managerial positions): Total management,2011,3.95,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Togo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TGO - HIES - Questionnaire des Indicateurs de Base du Bien-être,Occupation (Managerial positions): Total management,2015,29.84,,Repository: ILO-STATISTICS - Micro data processing
Togo,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TGO - HS - Enquête sur la transition de l'école vers la vie active,Occupation (Managerial positions): Total management,2014,60.3,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2010,24.35,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2010,25.77,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2011,24.57,,
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2012,28.22,,
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2013,27.09,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2013,33.02,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2014,29.37,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2014,32.7,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2015,29.83,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2015,32.83,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2016,29.53,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2016,32.72,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2017,30.76,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2017,33.59,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2018,30.87,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2018,33.91,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2019,30.96,,Repository: ILO-STATISTICS - Micro data processing
Thailand,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),THA - LFS - Labour force survey,Occupation (Managerial positions): Total management,2019,35.11,,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TLS - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2010,10.1,,Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TLS - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2013,32.91,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Timor-Leste,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TLS - LFS - Labour Force Survey,Occupation (Managerial positions): Total management,2016,24.51,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Including subsistence workers
Tonga,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),TON - LFS - Labour force survey,Occupation (Managerial positions): Senior and middle management,2018,40.34,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
